ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags
RCUS,"Arcus Biosciences, Inc.",NYSE,common_stock,False,2018-03-15,Healthcare,Biotechnology,US,100671140.0,0.837,2335570525.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.3,2026-06-11,2345637562.0,28558119.7878125,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,"Nicolet Bankshares, Inc.",NYSE,common_stock,False,2013-05-17,Financial Services,Banks - Regional,US,15723286.999049043,0.681,2310222558.9100003,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,147.22,2026-06-11,2314782312.0,26423448.7821875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTB,The Bank of N.T. Butterfield & Son Limited,NYSE,common_stock,False,2016-09-16,Financial Services,Banks - Diversified,US,39610581.00481762,0.501,2323556681.46,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,58.12,2026-06-11,2302166968.0,9481370.55,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WU,The Western Union Company,NYSE,common_stock,False,2006-10-02,Financial Services,Financial - Credit Services,US,312435103.9617486,0.494,2296398014.4,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,7.32,2026-06-11,2287024961.0,79960444.959375,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTH,Hilltop Holdings Inc.,NYSE,common_stock,False,2004-02-19,Financial Services,Banks - Regional,US,58530199.99999999,0.882,2217123976.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,37.88,2026-06-11,2217123976.0,12283110.379375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHO,"Sunstone Hotel Investors, Inc.",NYSE,common_stock,False,2004-10-21,Real Estate,REIT - Hotel & Motel,US,186291270.0,0.994,2179607859.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,11.7,2026-06-11,2179607859.0,19012982.795,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBUC,Brookfield Business Corporation,NYSE,common_stock,False,2022-03-07,Financial Services,Asset Management,US,68917694.00190416,1.368,2208122916.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,31.51,2026-06-11,2171596538.0,9974536.1484375,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARR,"ARMOUR Residential REIT, Inc.",NYSE,common_stock,False,2007-12-03,Real Estate,REIT - Mortgage,US,124046000.0,1.348,2124907979.9999998,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,17.13,2026-06-11,2124907979.9999998,51410872.0621875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,LendingClub Corporation,NYSE,common_stock,False,2014-12-11,Financial Services,Financial - Credit Services,US,115350925.00000001,1.974,2034790317.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,18.24,2026-06-11,2104000872.0,37587636.6590625,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCI,"HCI Group, Inc.",NYSE,common_stock,False,2008-09-15,Financial Services,Insurance - Property & Casualty,US,12764808.00024673,1.053,2058069993.84,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,162.12,2026-06-11,2069430672.9999998,29331541.2446875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEI,"Douglas Emmett, Inc.",NYSE,common_stock,False,2006-10-25,Real Estate,REIT - Office,US,167485000.0,1.188,2115335550.0000002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.32,2026-06-11,2063415200.0,27332987.438125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEB,Pebblebrook Hotel Trust,NYSE,common_stock,False,2009-12-09,Real Estate,REIT - Hotel & Motel,US,113369235.0253807,1.448,1953351919.05,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,17.73,2026-06-11,2010036536.9999998,34810680.865625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTY,Getty Realty Corp.,NYSE,common_stock,False,1973-05-03,Real Estate,REIT - Retail,US,60466999.99999999,0.764,2007504400.0000002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,33.2,2026-06-11,2007504400.0,14186300.5065625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFG,OFG Bancorp,NYSE,common_stock,False,1987-03-26,Financial Services,Banks - Regional,US,42258400.0,0.726,1974101156.0000002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,47.38,2026-06-11,2002202992.0,14642778.630625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCF,First Commonwealth Financial Corporation,NYSE,common_stock,False,1992-06-10,Financial Services,Banks - Regional,US,101684455.0,0.748,1983355294.7749999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,19.6,2026-06-11,1993015318.0000002,16833350.255,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNL,"Global Net Lease, Inc.",NYSE,common_stock,False,2015-06-02,Real Estate,REIT - Diversified,US,211931450.9574468,0.986,2028183986.0700002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.4,2026-06-11,1992155639.0000002,20092874.0615625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGM,Federal Agricultural Mortgage Corporation,NYSE,common_stock,False,1994-02-10,Financial Services,Financial - Credit Services,US,10897924.00066163,1.029,1894059191.2,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,181.37,2026-06-11,1976556476.0,20514026.0828125,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STC,Stewart Information Services Corporation,NYSE,common_stock,False,1973-02-21,Financial Services,Insurance - Property & Casualty,US,30427100.0,1.01,1971676080.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,64.8,2026-06-11,1971676080.0,13874579.540312499,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMN,Horace Mann Educators Corporation,NYSE,common_stock,False,1991-11-15,Financial Services,Insurance - Property & Casualty,US,40381200.0,0.13,1958488200.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,48.75,2026-06-11,1968583500.0,10499361.6521875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEL,"Stellar Bancorp, Inc.",NYSE,common_stock,False,2017-11-08,Financial Services,Banks - Regional,US,50920697.99479167,0.721,1950262733.3999999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,38.4,2026-06-11,1955354803.0,11467565.1734375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX,"Dynex Capital, Inc.",NYSE,common_stock,False,1988-02-10,Real Estate,REIT - Mortgage,US,151526412.01550388,0.931,1933477017.12,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.9,2026-06-11,1954690715.0000002,74640959.601875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTC,"LTC Properties, Inc.",NYSE,common_stock,False,1992-08-18,Real Estate,REIT - Healthcare Facilities,US,51181456.00217273,0.572,1911115567.0400002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,36.82,2026-06-11,1884501210.0,16851706.706875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD,"Walker & Dunlop, Inc.",NYSE,common_stock,False,2010-12-15,Financial Services,Financial - Mortgages,US,34331200.0,1.489,1796895008.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,52.34,2026-06-11,1796895008.0,15288773.47,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOB,"Live Oak Bancshares, Inc.",NYSE,common_stock,False,2015-07-23,Financial Services,Banks - Regional,US,46262390.998448014,1.902,1788504036.06,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,38.66,2026-06-11,1788504036.0,8891185.53875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIPR,"Innovative Industrial Properties, Inc.",NYSE,common_stock,False,2016-12-01,Real Estate,REIT - Industrial,US,28774470.001618907,1.451,1777399011.9,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,61.77,2026-06-11,1777399012.0,17958396.3140625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFIN,"Triumph Financial, Inc.",NYSE,common_stock,False,2014-11-07,Financial Services,Banks - Regional,US,23806253.00107181,1.403,1765233659.95,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,74.64,2026-06-11,1776898724.0,16702895.9525,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XHR,"Xenia Hotels & Resorts, Inc.",NYSE,common_stock,False,2015-02-04,Real Estate,REIT - Hotel & Motel,US,92245800.0,1.192,1703779926.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,19.23,2026-06-11,1773886734.0,12402316.32,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCOM,"Dime Community Bancshares, Inc.",NYSE,common_stock,False,1999-01-12,Financial Services,Banks - Regional,US,44113491.0072846,1.0,1718220474.45,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,39.81,2026-06-11,1756158077.0,10986414.2359375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTST,NETSTREIT Corp.,NYSE,common_stock,False,2020-08-13,Real Estate,REIT - Retail,US,82699744.9950446,0.834,1686247801.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,20.18,2026-06-11,1668880854.0,27566599.135625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLJ,RLJ Lodging Trust,NYSE,common_stock,False,2011-05-11,Real Estate,REIT - Hotel & Motel,US,151929725.9799453,1.146,1666669094.22,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.97,2026-06-11,1666669094.0,21635393.65625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUVB,Nuvation Bio Inc.,NYSE,common_stock,False,2020-08-26,Healthcare,Biotechnology,US,347201971.00840336,1.563,1652681381.96,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,4.76,2026-06-11,1652681382.0,18784479.355625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBHC,National Bank Holdings Corporation,NYSE,common_stock,False,2012-09-20,Financial Services,Banks - Regional,US,37962918.997669,0.781,1632405517.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,42.9,2026-06-11,1628609225.0,19579123.2759375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSLX,"Sixth Street Specialty Lending, Inc.",NYSE,common_stock,False,2014-03-21,Financial Services,Asset Management,US,95019600.0,0.637,1636237512.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,16.94,2026-06-11,1609632024.0000002,13289584.1871875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY,"Byline Bancorp, Inc.",NYSE,common_stock,False,2017-06-30,Financial Services,Banks - Regional,US,45409300.0,0.747,1566166757.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,35.08,2026-06-11,1592958244.0,8118500.9071875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBL,"CBL & Associates Properties, Inc.",NYSE,common_stock,False,2021-11-02,Real Estate,REIT - Retail,US,30944758.010050252,1.457,1570446468.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,49.75,2026-06-11,1539501711.0,9421422.2796875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBK,"Origin Bancorp, Inc.",NYSE,common_stock,False,2018-05-08,Financial Services,Banks - Regional,US,30904100.0,0.727,1531607196.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,49.56,2026-06-11,1531607196.0,7745773.8915625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAT,"American Assets Trust, Inc.",NYSE,common_stock,False,2011-01-13,Real Estate,REIT - Diversified,US,61390900.0,0.999,1504077050.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,24.47,2026-06-11,1502235323.0,8084692.6946875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMPR,Kemper Corporation,NYSE,common_stock,False,1990-04-23,Financial Services,Insurance - Property & Casualty,US,58874200.0,1.054,1455370224.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,24.78,2026-06-11,1458902676.0,36963141.62375,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARI,"Apollo Commercial Real Estate Finance, Inc.",NYSE,common_stock,False,2009-09-24,Real Estate,REIT - Mortgage,US,130947251.02040817,1.407,1426015563.39,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.78,2026-06-11,1411611366.0,15568469.11875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFC,Ellington Financial Inc.,NYSE,common_stock,False,2010-10-08,Real Estate,REIT - Mortgage,US,99452598.97285399,0.931,1351560820.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,13.63,2026-06-11,1355538924.0,19583303.30875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,"Alexander's, Inc.",NYSE,common_stock,False,1973-02-21,Real Estate,REIT - Retail,US,5107290.0007656375,0.754,1334126293.8000002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,261.22,2026-06-11,1334126294.0,10905417.598125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMH,"UMH Properties, Inc.",NYSE,common_stock,False,1985-02-20,Real Estate,REIT - Residential,US,85166195.0032873,0.953,1295377825.95,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,15.21,2026-06-11,1295377826.0,10985559.7921875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWO,Two Harbors Investment Corp.,NYSE,common_stock,False,2009-10-30,Real Estate,REIT - Mortgage,US,105046000.0,1.042,1295217180.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,12.33,2026-06-11,1295217180.0,34852477.1890625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LADR,Ladder Capital Corp,NYSE,common_stock,False,2014-02-06,Financial Services,Financial - Mortgages,US,127668000.0,0.993,1327747200.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.1,2026-06-11,1289446800.0,8909025.37375,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRA,ProAssurance Corporation,NYSE,common_stock,False,1991-09-04,Financial Services,Insurance - Property & Casualty,US,51607726.01296596,0.038,1274710832.2,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,24.68,2026-06-11,1273678678.0,24186895.0515625,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD,"Gold.com, Inc.",NYSE,common_stock,False,2014-03-17,Financial Services,Financial - Capital Markets,US,28474000.0,0.605,1160600240.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,43.29,2026-06-11,1232639460.0,24798693.12,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHVN,Biohaven Ltd.,NYSE,common_stock,False,2022-09-23,Healthcare,Biotechnology,US,105865334.03693932,3.306,1203688848.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,11.37,2026-06-11,1203688848.0,24479232.954375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE,Safehold Inc.,NYSE,common_stock,False,1989-11-16,Real Estate,REIT - Diversified,US,71610001.98881292,1.833,1152204932.18,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,16.09,2026-06-11,1152204932.0,5286434.4590625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDM,"Piedmont Office Realty Trust, Inc.",NYSE,common_stock,False,2010-02-10,Real Estate,REIT - Office,US,125019000.0,1.372,1123920810.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,8.99,2026-06-11,1123920810.0,9337117.8653125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIM,Chimera Investment Corporation,NYSE,common_stock,False,2007-11-29,Real Estate,REIT - Mortgage,US,83646000.0,1.763,1114164720.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,13.32,2026-06-11,1114164720.0,9651077.9296875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEA,"Easterly Government Properties, Inc.",NYSE,common_stock,False,2015-02-06,Real Estate,REIT - Office,US,46449373.99665552,0.963,1111069026.0800002,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.92,2026-06-11,1111069026.0,8811260.365625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPY,Oppenheimer Holdings Inc.,NYSE,common_stock,False,1982-10-06,Financial Services,Financial - Capital Markets,US,10608300.0,1.09,1072711296.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,101.12,2026-06-11,1072711296.0,7614134.77125,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVE,"Universal Insurance Holdings, Inc.",NYSE,common_stock,False,2003-06-06,Financial Services,Insurance - Property & Casualty,US,27911117.98844538,0.748,1038293589.6,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,38.08,2026-06-11,1062855373.0,7584025.6025,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIG,"Employers Holdings, Inc.",NYSE,common_stock,False,2007-01-31,Financial Services,Insurance - Specialty,US,22126295.99224305,0.505,1033187391.72,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,46.41,2026-06-11,1026881397.0,9641835.9828125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSBD,"Goldman Sachs BDC, Inc.",NYSE,common_stock,False,2015-03-18,Financial Services,Asset Management,US,112569066.96035242,0.64,1022127128.36,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.08,2026-06-11,1022127128.0,12729527.854687499,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCB,Metropolitan Bank Holding Corp.,NYSE,common_stock,False,2017-11-08,Financial Services,Banks - Regional,US,10459610.002079433,1.018,998369774.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,96.18,2026-06-11,1006005289.9999999,13493740.486875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORC,"Orchid Island Capital, Inc.",NYSE,common_stock,False,2013-02-14,Real Estate,REIT - Mortgage,US,151828987.99392098,1.554,1008144480.3199999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,6.58,2026-06-11,999034741.0000001,39355806.7465625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR,"Arbor Realty Trust, Inc.",NYSE,common_stock,False,2004-04-07,Real Estate,REIT - Mortgage,US,192361202.90697673,1.114,1016821319.058,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,5.16,2026-06-11,992583807.0,25773648.6796875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSCO,FS Credit Opportunities Corp.,NYSE,common_stock,False,2022-11-14,Financial Services,Asset Management,US,202269644.98977506,0.32945505,976942158.3855001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,4.89,2026-06-11,989098564.0,6208309.9399999995,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSR,Whitestone REIT,NYSE,common_stock,False,2010-08-26,Real Estate,REIT - Retail,US,51393976.97954903,0.784,979055261.85,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,19.07,2026-06-11,980083141.0,10224818.733125,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFA,"MFA Financial, Inc.",NYSE,common_stock,False,1998-04-13,Real Estate,REIT - Mortgage,US,102093858.98815931,1.505,948451959.3999999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,9.29,2026-06-11,948451949.9999999,14432901.8021875,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPF,Central Pacific Financial Corp.,NYSE,common_stock,False,1987-08-28,Financial Services,Banks - Regional,US,26101229.012686156,0.85,943037403.7700001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,36.26,2026-06-11,946430564.0,5188417.798125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMTB,Amerant Bancorp Inc.,NYSE,common_stock,False,2018-10-18,Financial Services,Banks - Regional,US,39354839.00798655,0.902,917754845.48,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.79,2026-06-11,936251620.0000001,5633003.9128125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUR,Burford Capital Limited,NYSE,common_stock,False,2020-10-19,Financial Services,Asset Management,US,219069315.05882353,1.062,959961738.3299999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,4.25,2026-06-11,931044589.0,19158732.08625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
